Plasmid_ID,Size_bp,size_group,tRNA_Group,Total_ARG_Count,log10_1p_ARG_count
NZ_CP065021.1,1514798,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP065022.1,1716787,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP066361.1,1580177,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP066358.1,1719217,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP067421.1,821558,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP068087.1,2109,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP068225.1,4273,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP086113.1,529001,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP069303.1,4605385,≥100 kb,tRNA+,9.0,1.0
NZ_CP044012.1,1138596,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP149871.1,1583446,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP085527.1,1217792,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP085528.1,1645902,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP088110.1,1551681,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP088114.1,1607182,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP088115.1,1289339,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP093338.1,892686,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP093339.1,396096,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP093529.1,422312,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP081988.1,1888955,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP084411.1,35165,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP102386.1,227036,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP102387.1,36803,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP104148.1,1534656,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP094932.1,17468,<100 kb,tRNA-,9.0,1.0
NZ_CP110112.1,257344,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP104129.1,1695771,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP104131.1,3521393,≥100 kb,tRNA+,7.0,0.9030899869919435
NZ_CP104133.1,1695711,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP104135.1,3521547,≥100 kb,tRNA+,7.0,0.9030899869919435
NZ_CP121660.1,2093508,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP123005.1,1592319,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP123006.1,1662188,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP123862.1,57796,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP120366.1,1418903,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP120364.1,1543136,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP119128.1,449985,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP132303.1,1465988,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP132315.1,1924368,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP131131.1,1891767,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140893.1,1538203,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140897.1,1592858,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140918.1,1540116,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140904.1,1562646,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140926.1,1559714,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140932.1,1512545,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140968.1,1580747,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140299.1,1418903,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP140300.1,1657699,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP141213.1,1820429,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP158133.1,1059202,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP144672.1,78386,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP133152.1,1633160,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP146207.1,1606862,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP146209.1,1667934,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP146290.1,100423,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP146289.1,10216,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP146295.1,107673,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP146296.1,8362,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP148090.1,1680067,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP151296.1,108737,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP151302.1,106388,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151303.1,8401,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151315.1,81766,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP151316.1,8378,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151335.1,111597,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP151336.1,8401,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151350.1,111597,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP151351.1,8412,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151365.1,107674,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP151366.1,8379,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151358.1,103010,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151359.1,77957,<100 kb,tRNA-,9.0,1.0
NZ_CP151393.1,104284,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151394.1,8401,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151373.1,104284,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151375.1,8401,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP151385.1,113731,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP151386.1,8401,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP101724.1,143601,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP166839.1,1328750,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP166838.1,1712122,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP166836.1,1328750,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP166835.1,1712122,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP135243.1,1600864,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP176664.1,8401,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP178399.1,133533,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP159616.1,844458,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP191784.1,239968,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP191788.1,125003,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_OZ000534.1,362552,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_OZ000535.1,348572,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_OZ012600.1,348572,≥100 kb,tRNA+,2.0,0.47712125471966244
NZ_OZ012601.1,220271,≥100 kb,tRNA-,1.0,0.3010299956639812
NC_016942.1,24853,<100 kb,tRNA-,2.0,0.47712125471966244
NC_021657.1,2908,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP007500.1,32406,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP026963.1,61643,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026081.1,28102,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP026078.1,31954,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP007671.1,20409,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP007675.1,25025,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP007673.1,25054,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP007679.1,33093,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP007658.1,43396,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP012118.2,27043,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP012121.2,61539,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP012594.1,55713,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP010891.1,27273,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP010403.1,28895,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP010404.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP012757.1,42747,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP013617.1,2362,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP012016.1,2903,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012014.1,2757,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012017.1,2895,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP017321.1,55980,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP014063.1,37980,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012980.1,20720,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012977.1,17307,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012975.1,17307,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012973.1,20633,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP012971.1,20633,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP015175.1,3085,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP013956.1,24657,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP013960.1,43115,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP016854.1,53799,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP016859.1,21841,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP016857.1,37941,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP016860.1,61505,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP016862.1,27067,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP017095.1,32660,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP025497.1,61505,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP014695.1,7190,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP014694.1,2361,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP009425.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018767.1,26856,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP018769.1,27270,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019564.1,20658,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019565.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP019566.1,2622,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019567.1,4817,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP014394.1,25980,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP014395.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014399.1,25980,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP014400.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014404.1,25980,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP014405.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014408.1,27098,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014411.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014414.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014416.1,27098,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014417.1,2415,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014418.1,3567,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP014422.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014428.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014425.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014431.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014434.1,27079,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014437.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014440.1,27079,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014443.1,27079,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014445.1,27098,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014446.1,2415,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014447.1,3567,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP015818.1,35415,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_AP014922.1,32580,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP017683.1,39249,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP017681.1,20653,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP017678.1,27264,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024999.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP025250.1,26757,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP020355.1,35269,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP028164.1,45885,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP023562.1,31340,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029079.1,24653,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029081.1,27246,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029083.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029085.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029167.1,27887,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029165.1,2495,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029168.1,4203,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029171.1,2627,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029648.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029674.1,25109,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP029677.1,27067,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029650.1,40931,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029659.1,27244,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029666.1,27063,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029654.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029679.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029665.1,26984,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029656.1,27245,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029661.1,28166,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP029662.1,27238,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029670.1,27276,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029672.1,27269,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP030324.1,27168,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP030325.1,30429,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP022719.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP022721.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP022907.1,27573,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP022909.1,26240,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP031668.1,18320,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP031669.1,2241,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP031671.1,18320,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP031672.1,2241,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP018924.1,21326,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP014364.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014367.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014370.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014373.1,25980,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP014374.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014378.1,25980,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP014379.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP014383.1,27068,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014386.1,26135,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP014389.1,25980,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP014390.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029475.1,27086,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP035792.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP040620.1,41710,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP040621.1,27068,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP040561.1,37585,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP040624.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP040666.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP040802.1,25946,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP041009.1,32188,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP019752.1,51624,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP168755.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP042006.1,4979,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP042004.1,46487,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP042047.1,75938,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP042287.1,21570,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP043387.1,4439,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP043393.1,4439,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP043390.1,4439,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP031889.1,27068,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP031891.1,27068,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP039449.1,29324,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP031887.1,59051,<100 kb,tRNA+,4.0,0.6989700043360189
NZ_CP043303.1,40628,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_AP020325.1,30220,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP020312.1,32574,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP020314.1,34268,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_AP020319.1,34268,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_AP020321.1,30217,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044105.1,22780,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_AP020323.1,20547,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_AP019544.1,23184,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_AP019546.1,21014,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP045867.1,27265,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP082337.1,43042,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP089541.1,219293,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP092073.1,20644,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP083806.1,34870,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP083807.1,20644,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP096113.1,25332,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP086575.1,20646,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP086573.1,20644,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP086571.1,24446,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP097888.1,38498,<100 kb,tRNA-,9.0,1.0
NZ_CP097893.1,2531,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP045473.1,25960,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP033113.1,2405,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033115.1,2684,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033980.1,3785,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033981.1,25519,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033985.1,3785,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033986.1,25519,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033995.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033975.1,3785,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033976.1,25519,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033998.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034001.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034004.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034010.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034013.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033989.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034258.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP043844.1,20729,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034007.1,4525,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047322.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP047812.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047818.1,27265,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047821.1,27406,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047823.1,3085,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047827.1,20731,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047829.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047816.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP047836.1,17328,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047832.1,2476,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP047838.1,20654,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047840.1,25502,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047844.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047846.1,20651,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047850.1,25704,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047858.1,27268,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047866.1,27266,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047853.1,17297,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047860.1,27268,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047855.1,27159,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047862.1,27267,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047864.1,27268,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047810.1,27353,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP152421.1,39709,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP048644.1,39500,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP048645.1,28040,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP048646.1,24637,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047022.1,19760,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP038230.1,19758,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP053076.1,25664,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP053186.1,20736,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP053184.1,25960,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP053637.1,25430,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP053641.1,27268,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP053354.1,54059,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP053355.1,27057,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP053638.1,27018,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP038184.1,34949,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP058314.1,2348,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_AP023035.1,25058,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP045436.1,32212,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP058616.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP058614.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP065195.1,37510,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP065198.1,2362,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP065516.1,39212,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_AP024171.1,24653,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP068144.1,19758,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP069471.1,32634,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP069566.1,32653,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP069800.1,2539,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP070987.1,19830,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP070988.1,2473,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP070984.1,20730,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP060279.1,46979,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP071101.1,2762,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP071106.1,2921,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP047923.1,39227,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP047925.1,39227,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_AP024512.1,20501,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP076840.1,15048,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP080561.1,25109,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP080563.1,25109,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP080557.1,42253,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP080558.1,19845,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP080554.1,23058,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP080549.1,24653,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP080567.1,24653,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP080771.1,20724,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP024312.1,3785,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP024314.1,3785,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP024316.1,20731,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP024319.1,20722,<100 kb,tRNA-,1.0,0.3010299956639812
