task,run,seed,Code,Product,normalized_gain_pct
regression,3,44,LPS,IS5-like element ISAcma45 family transposase,0.0
regression,3,44,LPT,IS5-like element ISAcma6 family transposase,0.0
regression,3,44,LPU,IS5-like element ISAha1 family transposase,0.0
regression,3,44,LPV,IS5-like element ISAha2 family transposase,0.0
regression,3,44,LPW,IS5-like element ISAha3 family transposase,0.0
regression,3,44,LPX,IS5-like element ISAli1 family transposase,0.0
regression,3,44,LPY,IS5-like element ISAli17 family transposase,0.0
regression,3,44,LPZ,IS5-like element ISAli9 family transposase,0.0
regression,3,44,LQA,IS5-like element ISAlw1 family transposase,0.0
regression,3,44,LQB,IS5-like element ISAs13 family transposase,0.0
regression,3,44,LQC,IS5-like element ISAs4 family transposase,0.0
regression,3,44,LQD,IS5-like element ISAtc5 family transposase,0.0
regression,3,44,LQE,IS5-like element ISAte1 family transposase,0.0
regression,3,44,LQF,IS5-like element ISAva7 family transposase,0.0
regression,3,44,LQG,IS5-like element ISAzba5 family transposase,0.0
regression,3,44,LQH,IS5-like element ISAzba7 family transposase,0.0
regression,3,44,LQI,IS5-like element ISAzo36 family transposase,0.0
regression,3,44,LQJ,IS5-like element ISAzo38 family transposase,0.0
regression,3,44,LQK,IS5-like element ISAzo41 family transposase,0.0
regression,3,44,LQL,IS5-like element ISAzs10 family transposase,0.0
regression,3,44,LQM,IS5-like element ISAzs28 family transposase,0.0
regression,3,44,LQN,IS5-like element ISAzs9 family transposase,0.0
regression,3,44,LQO,IS5-like element ISBf6 family transposase,0.0
regression,3,44,LQP,IS5-like element ISBj2 family transposase,0.0
regression,3,44,LQQ,IS5-like element ISBmu2 family transposase,0.0
regression,3,44,LQR,IS5-like element ISBmu23 family transposase,0.0
regression,3,44,LQS,IS5-like element ISBph2 family transposase,0.0
regression,3,44,LQT,IS5-like element ISBugl2 family transposase,0.0
regression,3,44,LQU,IS5-like element ISBusp3 family transposase,0.0
regression,3,44,LQV,IS5-like element ISButh5 family transposase,0.0
regression,3,44,LQW,IS5-like element ISBvi6 family transposase,0.0
regression,3,44,LQX,IS5-like element ISCARN85 family transposase,0.0
regression,3,44,LQY,IS5-like element ISCwa2 family transposase,0.0
regression,3,44,LQZ,IS5-like element ISCysp19 family transposase,0.0
regression,3,44,LRA,IS5-like element ISDds9 family transposase,0.0
regression,3,44,LRB,IS5-like element ISDge16 family transposase,0.0
regression,3,44,LRC,IS5-like element ISDge6 family transposase,0.0
regression,3,44,LRD,IS5-like element ISDisp1 family transposase,0.0
regression,3,44,LRE,IS5-like element ISDra5 family transposase,0.0
regression,3,44,LRF,IS5-like element ISEc35 family transposase,0.0
regression,3,44,LRG,IS5-like element ISEc61 family transposase,0.0
regression,3,44,LRH,IS5-like element ISEc68 family transposase,0.0
regression,3,44,LRI,IS5-like element ISEcl3 family transposase,0.0
regression,3,44,LRJ,IS5-like element ISEhe2 family transposase,0.0
regression,3,44,LRK,IS5-like element ISGdi1 family transposase,0.0
regression,3,44,LRL,IS5-like element ISGdi2 family transposase,0.0
regression,3,44,LRM,IS5-like element ISGka1 family transposase,0.0
regression,3,44,LRN,IS5-like element ISGlo4 family transposase,0.0
regression,3,44,LRO,IS5-like element ISH11 family transposase,0.0
regression,3,44,LRP,IS5-like element ISH19 family transposase,0.0
regression,3,44,LRQ,IS5-like element ISH1A family transposase,0.0
regression,3,44,LRR,IS5-like element ISH28 family transposase,0.0
regression,3,44,LRS,IS5-like element ISHla2 family transposase,0.0
regression,3,44,LRT,IS5-like element ISHma10 family transposase,0.0
regression,3,44,LRU,IS5-like element ISHma11 family transposase,0.0
regression,3,44,LRV,IS5-like element ISHma13 family transposase,0.0
regression,3,44,LRW,IS5-like element ISHma6 family transposase,0.0
regression,3,44,LRX,IS5-like element ISHti7 family transposase,0.0
regression,3,44,LRY,IS5-like element ISHtu1 family transposase,0.0
regression,3,44,LRZ,IS5-like element ISHvo1 family transposase,0.0
regression,3,44,LSA,IS5-like element ISHvo2 family transposase,0.0
regression,3,44,LSB,IS5-like element ISHvo3 family transposase,0.0
regression,3,44,LSC,IS5-like element ISHvo4 family transposase,0.0
regression,3,44,LSD,IS5-like element ISHxa2 family transposase,0.0
regression,3,44,LSE,IS5-like element ISJp4 family transposase,0.0
regression,3,44,LSF,IS5-like element ISKpn12 family transposase,0.0
regression,3,44,LSG,IS5-like element ISKpn13 family transposase,0.0
regression,3,44,LSH,IS5-like element ISKpn26 family transposase,0.0
regression,3,44,LSI,IS5-like element ISL2 family transposase,0.0
regression,3,44,LSJ,IS5-like element ISLca2 family transposase,0.0
regression,3,44,LSK,IS5-like element ISLca3 family transposase,0.0
regression,3,44,LSL,IS5-like element ISLlo3 family transposase,0.0
regression,3,44,LSM,IS5-like element ISLpl3 family transposase,0.0
regression,3,44,LSN,IS5-like element ISLrh2 family transposase,0.0
regression,3,44,LSO,IS5-like element ISLrh3 family transposase,0.0
regression,3,44,LSP,IS5-like element ISMae4 family transposase,0.0
regression,3,44,LSQ,IS5-like element ISMae6 family transposase,0.0
regression,3,44,LSR,IS5-like element ISMch2 family transposase,0.0
regression,3,44,LSS,IS5-like element ISMch8 family transposase,0.0
regression,3,44,LST,IS5-like element ISMch9 family transposase,0.0
regression,3,44,LSU,IS5-like element ISMdi24 family transposase,0.0
regression,3,44,LSV,IS5-like element ISMdi26 family transposase,0.0
regression,3,44,LSW,IS5-like element ISMex28 family transposase,0.0
regression,3,44,LSX,IS5-like element ISMex32 family transposase,0.0
regression,3,44,LSY,IS5-like element ISMma12 family transposase,0.0
regression,3,44,LSZ,IS5-like element ISMno12 family transposase,0.0
regression,3,44,LTA,IS5-like element ISMno18 family transposase,0.0
regression,3,44,LTB,IS5-like element ISMpo7 family transposase,0.0
regression,3,44,LTC,IS5-like element ISMra2 family transposase,0.0
regression,3,44,LTD,IS5-like element ISMra6 family transposase,0.0
regression,3,44,LTE,IS5-like element ISNGR9 family transposase,0.0
regression,3,44,LTF,IS5-like element ISNamo1 family transposase,0.0
regression,3,44,LTG,IS5-like element ISNma1 family transposase,0.0
regression,3,44,LTH,IS5-like element ISNpe14 family transposase,0.0
regression,3,44,LTI,IS5-like element ISNpe15 family transposase,0.0
regression,3,44,LTJ,IS5-like element ISNpe17 family transposase,0.0
regression,3,44,LTK,IS5-like element ISNpe2 family transposase,0.0
regression,3,44,LTL,IS5-like element ISNph4 family transposase,0.0
regression,3,44,LTM,IS5-like element ISOcan1 family transposase,0.0
regression,3,44,LTN,IS5-like element ISPa16 family transposase,0.0
regression,3,44,LTO,IS5-like element ISPa41 family transposase,0.0
regression,3,44,LTP,IS5-like element ISPa52 family transposase,0.0
regression,3,44,LTQ,IS5-like element ISPaes2 family transposase,0.0
regression,3,44,LTR,IS5-like element ISPam1 family transposase,0.0
regression,3,44,LTS,IS5-like element ISPam2 family transposase,0.0
regression,3,44,LTT,IS5-like element ISPbe2 family transposase,0.0
regression,3,44,LTU,IS5-like element ISPepr6 family transposase,0.0
regression,3,44,LTV,IS5-like element ISPko1 family transposase,0.0
regression,3,44,LTW,IS5-like element ISPme2 family transposase,0.0
regression,3,44,LTX,IS5-like element ISPna3 family transposase,0.0
regression,3,44,LTY,IS5-like element ISPna4 family transposase,0.0
regression,3,44,LTZ,IS5-like element ISPna5 family transposase,0.0
regression,3,44,LUA,IS5-like element ISPpa3 family transposase,0.0
regression,3,44,LUB,IS5-like element ISPpa4 family transposase,0.0
regression,3,44,LUC,IS5-like element ISPpa6 family transposase,0.0
regression,3,44,LUD,IS5-like element ISPpa8 family transposase,0.0
regression,3,44,LUE,IS5-like element ISPpu18 family transposase,0.0
regression,3,44,LUF,IS5-like element ISPpu21 family transposase,0.0
regression,3,44,LUG,IS5-like element ISPre1 family transposase,0.0
regression,3,44,LUH,IS5-like element ISPrst3 family transposase,0.0
regression,3,44,LUI,IS5-like element ISPs1 family transposase,0.0
regression,3,44,LUJ,IS5-like element ISPso2 family transposase,0.0
regression,3,44,LUK,IS5-like element ISPssy family transposase,0.0
regression,3,44,LUL,IS5-like element ISPst12 family transposase,0.0
regression,3,44,LUM,IS5-like element ISPst7 family transposase,0.0
regression,3,44,LUN,IS5-like element ISPst8 family transposase,0.0
regression,3,44,LUO,IS5-like element ISPsy19 family transposase,0.0
regression,3,44,LUP,IS5-like element ISPsy2 family transposase,0.0
regression,3,44,LUQ,IS5-like element ISRel11 family transposase,0.0
regression,3,44,LUR,IS5-like element ISRel13 family transposase,0.0
regression,3,44,LUS,IS5-like element ISRel20 family transposase,0.0
regression,3,44,LUT,IS5-like element ISRer2 family transposase,0.0
regression,3,44,LUU,IS5-like element ISRhba5 family transposase,0.0
regression,3,44,LUV,IS5-like element ISRhosp9 family transposase,0.0
regression,3,44,LUW,IS5-like element ISRhsp4 family transposase,0.0
regression,3,44,LUX,IS5-like element ISRl2 family transposase,0.0
regression,3,44,LUY,IS5-like element ISRm12 family transposase,0.0
regression,3,44,LUZ,IS5-like element ISRm13 family transposase,0.0
regression,3,44,LVA,IS5-like element ISRm33 family transposase,0.0
regression,3,44,LVB,IS5-like element ISRm4 family transposase,0.0
regression,3,44,LVC,IS5-like element ISRm4-1 family transposase,0.0
regression,3,44,LVD,IS5-like element ISRm4-3 family transposase,0.0
regression,3,44,LVE,IS5-like element ISRme1 family transposase,0.0
regression,3,44,LVF,IS5-like element ISRme6 family transposase,0.0
regression,3,44,LVG,IS5-like element ISRso1 family transposase,0.0
regression,3,44,LVH,IS5-like element ISRso9 family transposase,0.0
regression,3,44,LVI,IS5-like element ISRsp13 family transposase,0.0
regression,3,44,LVJ,IS5-like element ISRsp18 family transposase,0.0
regression,3,44,LVK,IS5-like element ISRsp5 family transposase,0.0
regression,3,44,LVL,IS5-like element ISRssp10 family transposase,0.0
regression,3,44,LVM,IS5-like element ISRta5 family transposase,0.0
regression,3,44,LVN,IS5-like element ISRtr3 family transposase,0.0
regression,3,44,LVO,IS5-like element ISRtr4 family transposase,0.0
regression,3,44,LVP,IS5-like element ISScl1 family transposase,0.0
regression,3,44,LVQ,IS5-like element ISSco3 family transposase,0.0
regression,3,44,LVR,IS5-like element ISSfl7 family transposase,0.0
regression,3,44,LVS,IS5-like element ISSod12 family transposase,0.0
regression,3,44,LVT,IS5-like element ISSod6 family transposase,0.0
regression,3,44,LVU,IS5-like element ISSpo7 family transposase,0.0
regression,3,44,LVV,IS5-like element ISSpo9 family transposase,0.0
regression,3,44,LVW,IS5-like element ISSpu10 family transposase,0.0
regression,3,44,LVX,IS5-like element ISSpu11 family transposase,0.0
regression,3,44,LVY,IS5-like element ISSpu16 family transposase,0.0
regression,3,44,LVZ,IS5-like element ISSpu20 family transposase,0.0
regression,3,44,LWA,IS5-like element ISStma16 family transposase,0.0
regression,3,44,LWB,IS5-like element ISTth7 family transposase,0.0
regression,3,44,LWC,IS5-like element ISUnCu15 family transposase,0.0
regression,3,44,LWD,IS5-like element ISVa1 family transposase,0.0
regression,3,44,LWE,IS5-like element ISVa2 family transposase,0.0
regression,3,44,LWF,IS5-like element ISVpa3 family transposase,0.0
regression,3,44,LWG,IS5-like element ISXca5 family transposase,0.0
regression,3,44,LWH,IS5-like element ISXfu1 family transposase,0.0
regression,3,44,LWI,IS5-like element ISXfu2 family transposase,0.0
regression,3,44,LWJ,IS5-like element ISXo1 family transposase,0.0
regression,3,44,LWK,IS5/IS1182 family transposase,0.0031193790369705675
regression,3,44,LWL,IS6 family transposase,0.01256596269822805
regression,3,44,LWM,IS6-like element IS1006 family transposase,0.0
regression,3,44,LWN,IS6-like element IS1007 family transposase,0.0
regression,3,44,LWO,IS6-like element IS1008 family transposase,0.0
regression,3,44,LWP,IS6-like element IS1216 family transposase,0.0
regression,3,44,LWQ,IS6-like element IS1327 family transposase,0.0
regression,3,44,LWR,IS6-like element IS1628 family transposase,0.0
regression,3,44,LWS,IS6-like element IS240A family transposase,0.0
regression,3,44,LWT,IS6-like element IS240C family transposase,0.0
regression,3,44,LWU,IS6-like element IS257 family transposase,0.00012880710599808917
regression,3,44,LWV,IS6-like element IS26 family transposase,0.00016729599560629156
regression,3,44,LWW,IS6-like element IS6100 family transposase,1.9744055495326734e-06
regression,3,44,LWX,IS6-like element ISAcma1 family transposase,0.0
regression,3,44,LWY,IS6-like element ISBwe2 family transposase,0.0
regression,3,44,LWZ,IS6-like element ISBwe3 family transposase,0.0
regression,3,44,LXA,IS6-like element ISCef5 family transposase,0.0
regression,3,44,LXB,IS6-like element ISCpe7 family transposase,0.0
regression,3,44,LXC,IS6-like element ISDge13 family transposase,0.0
regression,3,44,LXD,IS6-like element ISDge15 family transposase,0.0
regression,3,44,LXE,IS6-like element ISEas1 family transposase,0.0
regression,3,44,LXF,IS6-like element ISEnfa1 family transposase,0.0
regression,3,44,LXG,IS6-like element ISH15 family transposase,0.0
regression,3,44,LXH,IS6-like element ISH17 family transposase,0.0
regression,3,44,LXI,IS6-like element ISH29 family transposase,0.0
regression,3,44,LXJ,IS6-like element ISHbo1 family transposase,0.0
regression,3,44,LXK,IS6-like element ISHme1 family transposase,0.0
regression,3,44,LXL,IS6-like element ISHtu2 family transposase,0.0
regression,3,44,LXM,IS6-like element ISLgar4 family transposase,0.0
regression,3,44,LXN,IS6-like element ISMex25 family transposase,0.0
regression,3,44,LXO,IS6-like element ISMno28 family transposase,0.0
regression,3,44,LXP,IS6-like element ISMno34 family transposase,0.0
regression,3,44,LXQ,IS6-like element ISMno35 family transposase,0.0
regression,3,44,LXR,IS6-like element ISMno36 family transposase,0.0
regression,3,44,LXS,IS6-like element ISMno6 family transposase,0.0
regression,3,44,LXT,IS6-like element ISMpo1 family transposase,0.0
regression,3,44,LXU,IS6-like element ISMtsp1 family transposase,0.0
regression,3,44,LXV,IS6-like element ISPmar1 family transposase,0.0
regression,3,44,LXW,IS6-like element ISPpa9 family transposase,0.0
regression,3,44,LXX,IS6-like element ISPpr9 family transposase,0.0
regression,3,44,LXY,IS6-like element ISPsa2 family transposase,0.0
regression,3,44,LXZ,IS6-like element ISRH1 family transposase,0.0
regression,3,44,LYA,IS6-like element ISRle39A family transposase,0.0
regression,3,44,LYB,IS6-like element ISRle6 family transposase,0.0
regression,3,44,LYC,IS6-like element ISRle7 family transposase,0.0
regression,3,44,LYD,IS6-like element ISRsp9 family transposase,0.0
regression,3,44,LYE,IS6-like element ISS1A family transposase,0.0
regression,3,44,LYF,IS6-like element ISS1D family transposase,0.0
regression,3,44,LYG,IS6-like element ISS1N family transposase,0.00023518820476497133
regression,3,44,LYH,IS6-like element ISS1S family transposase,0.0
regression,3,44,LYI,IS6-like element ISS1W family transposase,0.0
regression,3,44,LYJ,IS6-like element ISSau6 family transposase,0.0
regression,3,44,LYK,IS6-like element ISSba18 family transposase,0.0
regression,3,44,LYL,IS6-like element ISSod8 family transposase,0.0
regression,3,44,LYM,IS6-like element ISTeha2 family transposase,0.0
regression,3,44,LYN,IS6-like element ISVsa4 family transposase,0.0
regression,3,44,LYO,IS600 ORF1,0.0
regression,3,44,LYP,IS600 ORF2,0.0
regression,3,44,LYQ,IS607 family element RNA-guided endonuclease TnpB,1.1341055378524427
regression,3,44,LYR,IS607 family transposase,0.05642400406341476
regression,3,44,LYS,IS607-like element IS607 family transposase,0.0
regression,3,44,LYT,IS607-like element ISCbo10 family transposase,0.0
regression,3,44,LYU,IS607-like element ISCbo6 family transposase,0.0
regression,3,44,LYV,IS607-like element ISCbt3 family transposase,0.0
regression,3,44,LYW,IS607-like element ISCbt4 family transposase,0.0
regression,3,44,LYX,IS607-like element ISCfe1 family transposase,0.0
regression,3,44,LYY,IS607-like element ISChh1 family transposase,0.0
regression,3,44,LYZ,IS607-like element ISSis5 family transposase,0.0
regression,3,44,LZA,IS629 ORF1,0.0
regression,3,44,LZB,IS629 ORF2,0.0
regression,3,44,LZC,IS630 family transposase,0.03974788578235471
regression,3,44,LZD,IS630 orf,0.0
regression,3,44,LZE,IS630 transposase-related protein,0.0
regression,3,44,LZF,IS630-like element IS630 family transposase,0.0
regression,3,44,LZG,IS630-like element IS870 family transposase,0.0
regression,3,44,LZH,IS630-like element IS885 family transposase,0.0
regression,3,44,LZI,IS630-like element ISAcma14 family transposase,0.0
regression,3,44,LZJ,IS630-like element ISAcma28 family transposase,0.0
regression,3,44,LZK,IS630-like element ISAcma30 family transposase,0.0
regression,3,44,LZL,IS630-like element ISAcma31 family transposase,0.0
regression,3,44,LZM,IS630-like element ISAcma32 family transposase,0.0
regression,3,44,LZN,IS630-like element ISAeme16 family transposase,0.0
regression,3,44,LZO,IS630-like element ISAhy2 family transposase,0.0
regression,3,44,LZP,IS630-like element ISAli2 family transposase,0.0
regression,3,44,LZQ,IS630-like element ISAli3 family transposase,0.0
regression,3,44,LZR,IS630-like element ISAr1 family transposase,0.0
regression,3,44,LZS,IS630-like element ISAva6 family transposase,0.0
regression,3,44,LZT,IS630-like element ISAzo32 family transposase,0.0
regression,3,44,LZU,IS630-like element ISAzo33 family transposase,0.0
regression,3,44,LZV,IS630-like element ISAzs14 family transposase,0.0
regression,3,44,LZW,IS630-like element ISAzs31 family transposase,0.0
regression,3,44,LZX,IS630-like element ISAzs37 family transposase,0.0
regression,3,44,LZY,IS630-like element ISBmu8 family transposase,0.0
regression,3,44,LZZ,IS630-like element ISBs2 family transposase,0.0
regression,3,44,MAA,IS630-like element ISCARN39 family transposase,0.0
regression,3,44,MAB,IS630-like element ISDge17 family transposase,0.0
regression,3,44,MAC,IS630-like element ISDra3 family transposase,0.0
regression,3,44,MAD,IS630-like element ISEc33 family transposase,0.0
regression,3,44,MAE,IS630-like element ISEc40 family transposase,0.0
regression,3,44,MAF,IS630-like element ISEhe1 family transposase,0.0
regression,3,44,MAG,IS630-like element ISFtu1 family transposase,0.0
regression,3,44,MAH,IS630-like element ISH16 family transposase,0.0
regression,3,44,MAI,IS630-like element ISHam1 family transposase,0.0
regression,3,44,MAJ,IS630-like element ISHti6 family transposase,0.0
regression,3,44,MAK,IS630-like element ISHvo16 family transposase,0.0
regression,3,44,MAL,IS630-like element ISHvo8 family transposase,0.0
regression,3,44,MAM,IS630-like element ISMae24 family transposase,0.0
regression,3,44,MAN,IS630-like element ISMae29 family transposase,0.0
regression,3,44,MAO,IS630-like element ISMex18 family transposase,0.0
regression,3,44,MAP,IS630-like element ISMex30 family transposase,0.0
regression,3,44,MAQ,IS630-like element ISMma17 family transposase,0.0
regression,3,44,MAR,IS630-like element ISMma8 family transposase,0.0
regression,3,44,MAS,IS630-like element ISMma9 family transposase,0.0
regression,3,44,MAT,IS630-like element ISMno11 family transposase,0.0
regression,3,44,MAU,IS630-like element ISMno19 family transposase,0.0
regression,3,44,MAV,IS630-like element ISMno21 family transposase,0.0
regression,3,44,MAW,IS630-like element ISNamo16 family transposase,0.0
regression,3,44,MAX,IS630-like element ISNma7 family transposase,0.0
regression,3,44,MAY,IS630-like element ISNpe13 family transposase,0.0
regression,3,44,MAZ,IS630-like element ISNpe3 family transposase,0.0
regression,3,44,MBA,IS630-like element ISNpu2 family transposase,0.0
regression,3,44,MBB,IS630-like element ISPna1 family transposase,0.0
regression,3,44,MBC,IS630-like element ISPpu2 family transposase,0.0
regression,3,44,MBD,IS630-like element ISPsy1 family transposase,0.0
regression,3,44,MBE,IS630-like element ISPsy25 family transposase,0.0
regression,3,44,MBF,IS630-like element ISPsy32 family transposase,0.0
regression,3,44,MBG,IS630-like element ISRel6 family transposase,0.0
regression,3,44,MBH,IS630-like element ISRj1 family transposase,0.0
regression,3,44,MBI,IS630-like element ISRjo2 family transposase,0.0
regression,3,44,MBJ,IS630-like element ISRm10 family transposase,0.0
regression,3,44,MBK,IS630-like element ISRm10-1 family transposase,3.167383679231472e-05
regression,3,44,MBL,IS630-like element ISRm2011-2 family transposase,0.0
regression,3,44,MBM,IS630-like element ISRso5 family transposase,0.0
regression,3,44,MBN,IS630-like element ISSpo6 family transposase,0.0
regression,3,44,MBO,IS630-like element ISSpu2 family transposase,0.0
regression,3,44,MBP,IS630-like element ISStma10 family transposase,0.0
regression,3,44,MBQ,IS630-like element ISTth6 family transposase,0.0
regression,3,44,MBR,IS630-like element ISVa15 family transposase,0.0
regression,3,44,MBS,IS66 family insertion sequence element accessory protein TnpA,0.0
regression,3,44,MBT,IS66 family insertion sequence element accessory protein TnpB,0.012008034775987815
regression,3,44,MBU,IS66 family transposase,0.015643886894519295
regression,3,44,MBV,IS66 family transposase zinc-finger binding domain-containing protein,0.0
regression,3,44,MBW,IS66-like element IS66 family transposase,0.0
regression,3,44,MBX,IS66-like element IS679 family transposase,0.0
regression,3,44,MBY,IS66-like element IS682 family transposase,0.0
regression,3,44,MBZ,IS66-like element IS684 family transposase,0.0
regression,3,44,MCA,IS66-like element IS692 family transposase,0.0
regression,3,44,MCB,IS66-like element IS693 family transposase,0.0
regression,3,44,MCC,IS66-like element IS883 family transposase,0.0
regression,3,44,MCD,IS66-like element ISAba16 family transposase,0.0
regression,3,44,MCE,IS66-like element ISAba17 family transposase,0.0
regression,3,44,MCF,IS66-like element ISAba24 family transposase,0.0
regression,3,44,MCG,IS66-like element ISAba25 family transposase,0.0
regression,3,44,MCH,IS66-like element ISAba46 family transposase,0.0
regression,3,44,MCI,IS66-like element ISAeme23 family transposase,0.0
regression,3,44,MCJ,IS66-like element ISAeme5 family transposase,0.0
regression,3,44,MCK,IS66-like element ISAli10 family transposase,0.0
regression,3,44,MCL,IS66-like element ISAli15 family transposase,0.0
regression,3,44,MCM,IS66-like element ISAs21 family transposase,0.0
regression,3,44,MCN,IS66-like element ISAtu6 family transposase,0.0
regression,3,44,MCO,IS66-like element ISAva2 family transposase,0.0
regression,3,44,MCP,IS66-like element ISAzo19 family transposase,0.0
regression,3,44,MCQ,IS66-like element ISAzs18 family transposase,0.0
regression,3,44,MCR,IS66-like element ISAzs20 family transposase,0.0
regression,3,44,MCS,IS66-like element ISAzs21 family transposase,0.0
regression,3,44,MCT,IS66-like element ISBcen19 family transposase,0.0
regression,3,44,MCU,IS66-like element ISBrsp6 family transposase,0.0
regression,3,44,MCV,IS66-like element ISBst12 family transposase,0.0
regression,3,44,MCW,IS66-like element ISBthe6 family transposase,0.0
regression,3,44,MCX,IS66-like element ISCro1 family transposase,0.0
regression,3,44,MCY,IS66-like element ISCwa4 family transposase,0.0
regression,3,44,MCZ,IS66-like element ISDge4 family transposase,0.0
regression,3,44,MDA,IS66-like element ISDra8 family transposase,0.0
regression,3,44,MDB,IS66-like element ISEc22 family transposase,0.0
regression,3,44,MDC,IS66-like element ISEc23 family transposase,0.0
regression,3,44,MDD,IS66-like element ISEc43 family transposase,0.0
regression,3,44,MDE,IS66-like element ISEc47 family transposase,0.0
regression,3,44,MDF,IS66-like element ISEc49 family transposase,0.0
regression,3,44,MDG,IS66-like element ISEc8 family transposase,0.0
regression,3,44,MDH,IS66-like element ISGka4 family transposase,0.0
regression,3,44,MDI,IS66-like element ISH10 family transposase,0.0
regression,3,44,MDJ,IS66-like element ISH10B family transposase,0.0
regression,3,44,MDK,IS66-like element ISKox1 family transposase,0.0
regression,3,44,MDL,IS66-like element ISKpn15 family transposase,0.0
regression,3,44,MDM,IS66-like element ISKpn24 family transposase,0.0
regression,3,44,MDN,IS66-like element ISMma13 family transposase,0.0
regression,3,44,MDO,IS66-like element ISMma14 family transposase,0.0
regression,3,44,MDP,IS66-like element ISMma15 family transposase,0.0
regression,3,44,MDQ,IS66-like element ISMno13 family transposase,0.0
regression,3,44,MDR,IS66-like element ISMno2 family transposase,0.0
regression,3,44,MDS,IS66-like element ISMno3 family transposase,0.0
regression,3,44,MDT,IS66-like element ISNpe24 family transposase,0.0
regression,3,44,MDU,IS66-like element ISNpe25 family transposase,0.0
regression,3,44,MDV,IS66-like element ISNpe8 family transposase,0.0
regression,3,44,MDW,IS66-like element ISPpa7 family transposase,0.0
regression,3,44,MDX,IS66-like element ISPpu13 family transposase,0.0
regression,3,44,MDY,IS66-like element ISPpu14 family transposase,0.0
regression,3,44,MDZ,IS66-like element ISPpu30 family transposase,0.0
regression,3,44,MEA,IS66-like element ISPre3 family transposase,0.0
regression,3,44,MEB,IS66-like element ISPsy43 family transposase,0.0
regression,3,44,MEC,IS66-like element ISRel15 family transposase,0.0
regression,3,44,MED,IS66-like element ISRel19 family transposase,0.0
regression,3,44,MEE,IS66-like element ISRel24 family transposase,0.0
regression,3,44,MEF,IS66-like element ISRel8 family transposase,0.0
regression,3,44,MEG,IS66-like element ISRhsp5 family transposase,0.0
regression,3,44,MEH,IS66-like element ISRle3 family transposase,0.0
regression,3,44,MEI,IS66-like element ISRm14 family transposase,0.0
regression,3,44,MEJ,IS66-like element ISRm2 family transposase,0.0
regression,3,44,MEK,IS66-like element ISRsp1 family transposase,0.0
regression,3,44,MEL,IS66-like element ISSal1 family transposase,0.0
regression,3,44,MEM,IS66-like element ISSfl3 family transposase,0.0
regression,3,44,MEN,IS66-like element ISSgsp1 family transposase,0.0
regression,3,44,MEO,IS66-like element ISSme3 family transposase,0.0
regression,3,44,MEP,IS66-like element ISSpu21 family transposase,0.0
regression,3,44,MEQ,IS66-like element ISUnCu16 family transposase,0.0
regression,3,44,MER,IS66-like element ISVa11 family transposase,0.0
regression,3,44,MES,IS66-like element ISVa12 family transposase,0.0
regression,3,44,MET,IS66-like element ISVa5 family transposase,0.0
regression,3,44,MEU,IS66-like element accessory protein TnpA,0.0004454359178546535
regression,3,44,MEV,IS66-like element short variant transposase,0.0
regression,3,44,MEW,IS701 family transposase,0.008819568625361837
regression,3,44,MEX,IS701-like element IS1452 family transposase,0.0
regression,3,44,MEY,IS701-like element ISAba11 family transposase,0.0
regression,3,44,MEZ,IS701-like element ISAcma8 family transposase,0.0
regression,3,44,MFA,IS701-like element ISAzo35 family transposase,0.0
regression,3,44,MFB,IS701-like element ISAzs1 family transposase,0.0
regression,3,44,MFC,IS701-like element ISAzs6 family transposase,0.0
regression,3,44,MFD,IS701-like element ISAzvi8 family transposase,0.0
regression,3,44,MFE,IS701-like element ISBj6 family transposase,0.0
regression,3,44,MFF,IS701-like element ISClbu2 family transposase,0.0
regression,3,44,MFG,IS701-like element ISCysp20 family transposase,0.0
regression,3,44,MFH,IS701-like element ISDds6 family transposase,0.0
regression,3,44,MFI,IS701-like element ISDge12 family transposase,0.0
regression,3,44,MFJ,IS701-like element ISDge14 family transposase,0.0
regression,3,44,MFK,IS701-like element ISDge5 family transposase,0.0
regression,3,44,MFL,IS701-like element ISHala4 family transposase,0.0
regression,3,44,MFM,IS701-like element ISHti12 family transposase,0.0
regression,3,44,MFN,IS701-like element ISMch7 family transposase,0.0
regression,3,44,MFO,IS701-like element ISMdi28 family transposase,0.0
regression,3,44,MFP,IS701-like element ISMesi2 family transposase,0.0
regression,3,44,MFQ,IS701-like element ISNpu6 family transposase,0.0
regression,3,44,MFR,IS701-like element ISNpu7 family transposase,0.0
regression,3,44,MFS,IS701-like element ISPlag1 family transposase,0.0
regression,3,44,MFT,IS701-like element ISPna6 family transposase,0.0
regression,3,44,MFU,IS701-like element ISRhosp2 family transposase,0.0
regression,3,44,MFV,IS701-like element ISRhosp3 family transposase,0.0
regression,3,44,MFW,IS701-like element ISRm31 family transposase,0.0
regression,3,44,MFX,IS701-like element ISRso17 family transposase,0.0
regression,3,44,MFY,IS701-like element ISTth8 family transposase,0.0
regression,3,44,MFZ,IS903D transposase,0.0
regression,3,44,MGA,IS91 ORF2,0.0
regression,3,44,MGB,IS91 family transposase,7.693278619619563e-05
regression,3,44,MGC,IS91 orf,0.0
regression,3,44,MGD,IS91-like element IS1294 family transposase,0.0
regression,3,44,MGE,IS91-like element IS801 family transposase,0.0
regression,3,44,MGF,IS91-like element IS91 family transposase,0.0
regression,3,44,MGG,IS91-like element ISAzo26 family transposase,0.0
