GCF_ID,Plasmid_ID,Length,Total_tRNA,sample_id,num_contigs,size,gc,md5,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,primary_cluster_id,secondary_cluster_id,predicted_host_range_overall_rank,predicted_host_range_overall_name,observed_host_range_ncbi_rank,observed_host_range_ncbi_name,reported_host_range_lit_rank,reported_host_range_lit_name,associated_pmid(s),has_tRNA,mobility_status,size_group
GCF_029857545.2,NZ_CP187622.1,157164,2,"NZ_CP187622.1 Priestia megaterium strain DSM 17641 plasmid unnamed91, complete sequence",1.0,157164.0,0.3393525234786592,92f4421d0c405c529f9b3692fb4ed469,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0243695,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_029857545.2,NZ_CP187624.1,106950,6,"NZ_CP187624.1 Priestia megaterium strain DSM 17641 plasmid unnamed93, complete sequence",1.0,106950.0,0.3445535296867695,cb3b1b21e07ae87ab9951a7b2c6f483e,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP001987,0.111073,Bacillus megaterium QM B1551,AD860,AN527,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_029857545.2,NZ_CP187626.1,54687,18,"NZ_CP187626.1 Priestia megaterium strain DSM 17641 plasmid unnamed95, complete sequence",1.0,54687.0,0.3595004297182145,8e110ca0692ac235a0b9632ed02f45ea,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.0290489,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_029857545.2,NZ_CP187627.1,42186,2,"NZ_CP187627.1 Priestia megaterium strain DSM 17641 plasmid unnamed96, complete sequence",1.0,42186.0,0.317735741715261,19096381ed1a5468e374542ede57e0e9,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028088,0.130979,Bacillus megaterium,AD077,AM504,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_030286045.1,NZ_CP127391.1,40493,1,"NZ_CP127391.1 Propionimicrobium sp. PCR01-08-3 plasmid unnamed, complete sequence",1.0,40493.0,0.6107722322376707,327b07ccfc04b1b322b827034dc85e10,-,-,-,-,-,-,-,-,non-mobilizable,CP014769,0.295981,Hymenobacter sp. PAMC 26554,AG368,AQ399,-,-,-,-,-,-,-,True,available,<100 kb
GCF_030291715.1,NZ_CP127877.1,77412,17,"NZ_CP127877.1 Priestia megaterium strain ELP1.24a plasmid pELP1.24a_3, complete sequence",1.0,77412.0,0.3618302072030176,863a6cedb521f3c53e2d2f6268d044fb,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP026740,0.0241368,Bacillus megaterium,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_030291715.1,NZ_CP127878.1,76270,1,"NZ_CP127878.1 Priestia megaterium strain ELP1.24a plasmid pELP1.24a_4, complete sequence",1.0,76270.0,0.3371574668939294,f6d9c938ea27bb2be371db79ee2fdff9,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.125715,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_030324145.1,NZ_CP121764.1,431692,2,"NZ_CP121764.1 Prescottella equi strain WH99 plasmid p1-WH99, complete sequence",1.0,431692.0,0.6527408430084412,244ec364cb13579bb051e803477182bd,-,-,-,-,-,-,-,-,non-mobilizable,KX443399,0.178173,Rhodococcus hoagii,AA649,AI917,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_030324145.1,NZ_CP121765.1,61862,1,"NZ_CP121765.1 Prescottella equi strain WH99 plasmid p2-WH99, complete sequence",1.0,61862.0,0.6599043031263134,2443e72a6f89282593619f4fea52498b,-,-,-,-,-,-,-,-,non-mobilizable,CP027795,0.203604,Rhodococcus hoagii,AA650,AI921,-,-,-,-,-,-,-,True,available,<100 kb
GCF_030374065.1,NZ_CP128553.1,105685,1,NZ_CP128553.1 Priestia aryabhattai strain XT37 plasmid unnamed1,1.0,105685.0,0.3223447036003217,6826dc5a48ae912826f2dcd8c5a5f87d,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP024036,0.107658,Bacillus aryabhattai,AD080,AM508,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_030374065.1,NZ_CP128555.1,81822,17,NZ_CP128555.1 Priestia aryabhattai strain XT37 plasmid unnamed3,1.0,81822.0,0.3609298232749138,57790fd8819b249c836adf1b375657d5,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP010587,0.0223484,Bacillus megaterium Q3,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_030406185.1,NZ_CP129008.1,173881,2,"NZ_CP129008.1 Priestia aryabhattai strain AYG1023 plasmid unnamed1, complete sequence",1.0,173881.0,0.3422628119230968,0924940ce70e776d95c42de0f2fe214b,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0228571,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_030406185.1,NZ_CP129011.1,53597,18,"NZ_CP129011.1 Priestia aryabhattai strain AYG1023 plasmid unnamed4, complete sequence",1.0,53597.0,0.3652629811370039,06bcad74aac49b24440b1b9a049986b0,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.028588,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_030486505.1,NZ_CP129634.1,148124,1,"NZ_CP129634.1 Priestia aryabhattai strain S2 plasmid p1, complete sequence",1.0,148124.0,0.3331398017876913,ef0f6d90ecd543892701622220ada64e,rep_cluster_385,001709__CP018875,MOBP,CP025701_00095,-,-,-,-,mobilizable,CP024036,0.00873204,Bacillus aryabhattai,AD080,AM508,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_030486505.1,NZ_CP129635.1,76418,17,"NZ_CP129635.1 Priestia aryabhattai strain S2 plasmid p2, complete sequence",1.0,76418.0,0.3647046507367374,816ce3d7038fa3d85252bb5b363540a3,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP026740,0.000312573,Bacillus megaterium,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_030520145.1,NZ_CP130478.1,56911,22,"NZ_CP130478.1 Priestia megaterium strain S1 plasmid pS2, complete sequence",1.0,56911.0,0.3592627084394932,a2a7066226bcb9418c1cac2d49800f01,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP032535,0.101551,Bacillus megaterium NCT-2,AD861,AN529,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_033450805.1,NZ_CP137801.1,104531,18,"NZ_CP137801.1 Priestia megaterium strain Y18-01 plasmid unnamed1, complete sequence",1.0,104531.0,0.3603045986358114,7584df59b4710164ec3bb2ed61ccb102,rep_cluster_237,001512__NC_014031_00001,-,-,-,-,-,-,non-mobilizable,CP032535,0.11478,Bacillus megaterium NCT-2,AD861,AN529,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_033450805.1,NZ_CP137805.1,171016,1,"NZ_CP137805.1 Priestia megaterium strain Y18-01 plasmid unnamed5, complete sequence",1.0,171016.0,0.3399331056743229,89e8b11d7e457bed69bf08f8f05185b4,rep_cluster_385,001708__CP018876,"MOBP,MOBP","CP026738_00023,NC_014031_00039",-,-,-,-,mobilizable,CP035095,0.161822,Bacillus megaterium NBRC 15308 = ATCC 14581,AC352,AL518,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_033450805.1,NZ_CP137806.1,42546,1,"NZ_CP137806.1 Priestia megaterium strain Y18-01 plasmid unnamed6, complete sequence",1.0,42546.0,0.3241197762421849,0057b6a5c902cf2640c8e0fc213fcb83,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP041516,0.132399,Bacillus aryabhattai,AD859,AN525,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_034479695.1,NZ_CP140268.1,410312,50,"NZ_CP140268.1 Priestia megaterium strain CACC119 plasmid p2_CACC119, complete sequence",1.0,410312.0,0.3892135740607148,ee9c33710316fc869e0835e73617e84d,-,-,-,-,-,-,-,-,non-mobilizable,CP041516,0.164662,Bacillus aryabhattai,AD859,AN525,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_034479695.1,NZ_CP140269.1,67708,17,"NZ_CP140269.1 Priestia megaterium strain CACC119 plasmid p3_CACC119, complete sequence",1.0,67708.0,0.335735806699356,1b455c23aa6278e0cbbc44c7482e8328,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,NC_017139,0.0987984,Bacillus megaterium WSH-002,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_034479695.1,NZ_CP140271.1,170768,2,"NZ_CP140271.1 Priestia megaterium strain CACC119 plasmid p5_CACC119, complete sequence",1.0,170768.0,0.3337451981635904,b9509e406fc1e2117adb7ffc55278388,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP028091,0.117785,Bacillus megaterium,AE070,AN778,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_034479695.1,NZ_CP140272.1,60440,1,"NZ_CP140272.1 Priestia megaterium strain CACC119 plasmid p6_CACC119, complete sequence",1.0,60440.0,0.3489907346128392,5f35be875054233c19d442a7c7d4dcb1,rep_cluster_385,001710__CP018877,MOBP,CP016791_00058,-,-,-,-,mobilizable,CP028090,0.0786628,Bacillus megaterium,AD085,AM513,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_037039575.1,NZ_CP146259.1,188263,2,"NZ_CP146259.1 Priestia megaterium strain MLY91 plasmid pMLY91_2, complete sequence",1.0,188263.0,0.3393869214874935,d7983a0b70be8872ca3bf3a4e8111c0e,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0266484,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_037039575.1,NZ_CP146263.1,86281,6,"NZ_CP146263.1 Priestia megaterium strain MLY91 plasmid pMLY91_6, complete sequence",1.0,86281.0,0.3498568630405304,afbe81347ff9a2fba480b889c9d44c2b,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP001987,0.111073,Bacillus megaterium QM B1551,AD860,AN527,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_037039575.1,NZ_CP146264.1,51245,18,"NZ_CP146264.1 Priestia megaterium strain MLY91 plasmid pMLY91_7, complete sequence",1.0,51245.0,0.3630207825153673,1d317fb2e295b03ad9b28b5e7dd9a5d0,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.0276006,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_037081845.1,NZ_CP146500.1,82352,17,"NZ_CP146500.1 Priestia aryabhattai strain HJ.T3 plasmid pHJT3_1, complete sequence",1.0,82352.0,0.3607441227899747,a3188b077c883bd4f6e24ef7cafb601a,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP023319,0.0224204,Bacillus megaterium,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_038447705.1,NZ_CP151781.1,170768,2,"NZ_CP151781.1 Priestia megaterium strain IMGN6 plasmid unnamed1, complete sequence",1.0,170768.0,0.3337510540616509,7f8b640b0d03c372e1ad7ea256927bbe,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP028091,0.117785,Bacillus megaterium,AE070,AN778,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_038447705.1,NZ_CP151784.1,67669,17,"NZ_CP151784.1 Priestia megaterium strain IMGN6 plasmid unnamed4, complete sequence",1.0,67669.0,0.3357519691439211,811dffef8ac7dd2dc411be0dbbb12aa9,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,NC_017139,0.0987984,Bacillus megaterium WSH-002,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_040114905.1,NZ_CP157505.1,124067,6,"NZ_CP157505.1 Priestia megaterium strain FA-05 plasmid pFA-05_1, complete sequence",1.0,124067.0,0.3353833009583531,3b9bbc6e129fe5b1cbb8e4bd4187af18,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP035095,0.12214,Bacillus megaterium NBRC 15308 = ATCC 14581,AC352,AL518,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_040114905.1,NZ_CP157506.1,30162,2,"NZ_CP157506.1 Priestia megaterium strain FA-05 plasmid pFA-05_2, complete sequence",1.0,30162.0,0.3328028645315297,e96dc60a30fef97e1dfaaab60020cede,-,-,MOBQ,NC_010010_00025,-,-,-,-,mobilizable,NC_010010,0.164662,Bacillus megaterium QM B1551,AF033,AO933,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_041545735.1,NZ_CP168149.1,139591,1,"NZ_CP168149.1 Priestia aryabhattai strain JSH01 plasmid unnamed1, complete sequence",1.0,139591.0,0.3310242064316467,b1de840f2230c757f78c984a0a7d66a7,rep_cluster_385,001709__CP018875,MOBP,CP026738_00023,-,-,-,-,mobilizable,CP026738,0.110193,Bacillus megaterium,AD079,AM506,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_041545735.1,NZ_CP168145.1,96297,18,"NZ_CP168145.1 Priestia aryabhattai strain JSH01 plasmid unnamed3, complete sequence",1.0,96297.0,0.3368952303810087,a7e25e86b89401234bd9e4b6febcbaa9,rep_cluster_237,001512__NC_014031_00001,-,-,-,-,-,-,non-mobilizable,CP032535,0.11676,Bacillus megaterium NCT-2,AD861,AN529,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_041902395.1,NZ_CP169258.1,98835,6,"NZ_CP169258.1 Priestia aryabhattai strain YB01 plasmid unnamed3, complete sequence",1.0,98835.0,0.3435220316689432,fdaaa1a5912c6a960114b141352b6168,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP041516,0.112887,Bacillus aryabhattai,AD859,AN525,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_041902395.1,NZ_CP169256.1,167774,5,"NZ_CP169256.1 Priestia aryabhattai strain YB01 plasmid unnamed4, complete sequence",1.0,167774.0,0.3383539761822451,49ed4960cc2750ee3b18540e444a848b,rep_cluster_385,001708__CP018876,-,-,-,-,-,-,non-mobilizable,CP041518,0.0509537,Bacillus aryabhattai,AD076,AM503,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_041902395.1,NZ_CP169255.1,171132,2,"NZ_CP169255.1 Priestia aryabhattai strain YB01 plasmid unnamed6, complete sequence",1.0,171132.0,0.3417245167473062,dfb43a7602fcef9425d170ba18fb77fa,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0278663,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_041941685.1,NZ_CP130963.1,80486,1,"NZ_CP130963.1 Priestia megaterium strain BS2-10 plasmid unnamed5, complete sequence",1.0,80486.0,0.3370399821086897,7a979bc7eaf96ecad69637dd05e98348,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.138572,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_041941685.1,NZ_CP130964.1,75915,1,"NZ_CP130964.1 Priestia megaterium strain BS2-10 plasmid unnamed6, complete sequence",1.0,75915.0,0.3484423368240795,c39f83bf3c28407676e5e0944d54b4d6,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP032533,0.154223,Bacillus megaterium NCT-2,AD246,AM723,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_041941685.1,NZ_CP130967.1,60041,18,"NZ_CP130967.1 Priestia megaterium strain BS2-10 plasmid unnamed9, complete sequence",1.0,60041.0,0.3597375126996552,bd5035b13ad30f2fb6b34c2763eae88b,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP032535,0.0824989,Bacillus megaterium NCT-2,AD861,AN529,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_043522765.1,NZ_CP025623.1,96631,32,"NZ_CP025623.1 Priestia aryabhattai strain SGAir0179 plasmid pSGAir0179_1, complete sequence",1.0,96631.0,0.3710300007244052,bae83baca13a236acb0d0074fe2cf09a,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP023319,0.0269047,Bacillus megaterium,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_043522765.1,NZ_CP025622.1,66647,18,"NZ_CP025622.1 Priestia aryabhattai strain SGAir0179 plasmid pSGAir0179_3, complete sequence",1.0,66647.0,0.3403754107461701,9cc6a4706c57a7daabc4a86a7e880dfa,-,-,-,-,-,-,-,-,non-mobilizable,CP032535,0.112887,Bacillus megaterium NCT-2,AD861,AN529,-,-,-,-,-,-,-,True,available,<100 kb
GCF_045348665.1,NZ_CP162498.1,198305,24,"NZ_CP162498.1 Priestia megaterium strain 10 plasmid p1, complete sequence",1.0,198305.0,0.3983358967247422,f603c6d74da9dfe5b21cb7c60ba23996,-,-,-,-,-,-,-,-,non-mobilizable,CP041516,0.138572,Bacillus aryabhattai,AD859,AN525,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_045348665.1,NZ_CP162499.1,139815,10,"NZ_CP162499.1 Priestia megaterium strain 10 plasmid p2, complete sequence",1.0,139815.0,0.3422594142259414,51ce005daa09ae80dfc08700515c1d3a,rep_cluster_385,001709__CP018875,MOBP,CP016791_00058,-,-,-,-,mobilizable,CP024036,0.101551,Bacillus aryabhattai,AD080,AM508,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_045819105.1,NZ_CP174473.1,128087,1,"NZ_CP174473.1 Priestia megaterium strain WSY10 plasmid p128087, complete sequence",1.0,128087.0,0.3419394630212277,9a27b8a0d3c53d23d2beeaeadbb2a60c,rep_cluster_385,001710__CP018877,MOBP,CP025701_00095,-,-,-,-,mobilizable,CP028090,0.113823,Bacillus megaterium,AD085,AM513,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_045819105.1,NZ_CP174471.1,167242,2,"NZ_CP174471.1 Priestia megaterium strain WSY10 plasmid p167242, complete sequence",1.0,167242.0,0.3407158488896329,5e14bbcc5bfc27cb1ce86038654a5f39,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP018875,0.00308338,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_045784335.1,NZ_CP138622.1,170274,1,"NZ_CP138622.1 Priestia sp. HNGD-A6 plasmid pContig00003, complete sequence",1.0,170274.0,0.340956340956341,ce912cd40c34a0a3acae58d57e458f73,rep_cluster_385,001709__CP018875,MOBP,CP025701_00095,-,-,-,-,mobilizable,CP023318,0.0233762,Bacillus megaterium,AD080,AM507,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_047782835.1,NZ_CP180720.1,51904,19,"NZ_CP180720.1 Priestia megaterium strain C/CMAD 2.2 plasmid pm2, complete sequence",1.0,51904.0,0.3627658754623921,e953bee908adc52f9f2f605f8fa83f35,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.0301881,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_048987465.1,NZ_CP185257.1,182269,1,"NZ_CP185257.1 Priestia sp. MF3 plasmid p1, complete sequence",1.0,182269.0,0.3358442741223137,fc8d763099e1420752d51e68f391879f,rep_cluster_385,001709__CP018875,"MOBP,MOBP","CP016791_00058,NC_014031_00039",-,-,-,-,mobilizable,CP023318,0.0674584,Bacillus megaterium,AD080,AM507,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_048987465.1,NZ_CP185258.1,76428,17,"NZ_CP185258.1 Priestia sp. MF3 plasmid p2, complete sequence",1.0,76428.0,0.3646831004343958,cfa526b1b85bfeb61f63e4ddf0ebf054,rep_cluster_237,001513__CP010587_00071,-,-,-,-,-,-,non-mobilizable,CP026740,0.000361208,Bacillus megaterium,AD858,AN524,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_049532685.1,NZ_CP150956.1,139780,6,"NZ_CP150956.1 Priestia megaterium strain PMUG02 plasmid pPMUG02-2, complete sequence",1.0,139780.0,0.3399914150808413,f2edffa813a5aa8ba01c881d99755489,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP001987,0.119909,Bacillus megaterium QM B1551,AD860,AN527,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_049532685.1,NZ_CP150961.1,181893,2,"NZ_CP150961.1 Priestia megaterium strain PMUG02 plasmid pPMUG02-7, complete sequence",1.0,181893.0,0.3447301435459308,12703100e003e800f5d536bd5e88d26c,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0280449,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_049532685.1,NZ_CP150962.1,51243,18,"NZ_CP150962.1 Priestia megaterium strain PMUG02 plasmid pPMUG02-8, complete sequence",1.0,51243.0,0.3629764065335753,8c95e4f692d2a878a1bb1ebcbdf20df6,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.0276889,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_049532695.1,NZ_CP150965.1,139780,6,"NZ_CP150965.1 Priestia megaterium strain PMUG01 plasmid pPMUG01-2, complete sequence",1.0,139780.0,0.3399914150808413,a9995e8c55cb30d88de6de72dfe68511,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP001987,0.119909,Bacillus megaterium QM B1551,AD860,AN527,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_049532695.1,NZ_CP150970.1,181897,2,"NZ_CP150970.1 Priestia megaterium strain PMUG01 plasmid pPMUG01-7, complete sequence",1.0,181897.0,0.3447335580026058,47925cab3fac33f4be5f5b4e0c8700bc,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0281347,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_049532695.1,NZ_CP150971.1,51242,18,"NZ_CP150971.1 Priestia megaterium strain PMUG01 plasmid pPMUG01-8, complete sequence",1.0,51242.0,0.3629639748643691,9ae254545ca9bde55605baeb534dcde2,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.0276889,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_050208505.1,NZ_CP189786.1,114933,21,"NZ_CP189786.1 Priestia megaterium strain LBUM632 plasmid pPmeLBUM632_6, complete sequence",1.0,114933.0,0.3430172361288751,ac58be7ddf1a0e7a836abb666a5bd0e3,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.11676,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_050208505.1,NZ_CP189787.1,103790,1,"NZ_CP189787.1 Priestia megaterium strain LBUM632 plasmid pPmeLBUM632_7, complete sequence",1.0,103790.0,0.3390403699778399,cbd69f9b6076eea08c659dc282810f7b,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.136948,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_050208505.1,NZ_CP189789.1,37406,15,"NZ_CP189789.1 Priestia megaterium strain LBUM632 plasmid pPmeLBUM632_9, complete sequence",1.0,37406.0,0.3753675880874726,03216801dc7dea04d38856191b3d5703,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP032535,0.0668569,Bacillus megaterium NCT-2,AD861,AN529,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_050209755.1,NZ_CP189800.1,184995,2,"NZ_CP189800.1 Priestia megaterium strain LBUM349 plasmid pPmeLBUM349_2, complete sequence",1.0,184995.0,0.3461228681856266,5860632dff022cad877eec7bde32642f,rep_cluster_385,001709__CP018875,-,-,-,-,-,-,non-mobilizable,CP041065,0.0288636,Bacillus megaterium,AE069,AN776,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_050209755.1,NZ_CP189803.1,100800,6,"NZ_CP189803.1 Priestia megaterium strain LBUM349 plasmid pPmeLBUM349_5, complete sequence",1.0,100800.0,0.3511111111111111,122d5d520d0f77602284fca181a9f5b4,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP001987,0.111073,Bacillus megaterium QM B1551,AD860,AN527,genus,Priestia,genus,Priestia,-,-,-,True,available,≥100 kb
GCF_050209755.1,NZ_CP189805.1,66662,18,"NZ_CP189805.1 Priestia megaterium strain LBUM349 plasmid pPmeLBUM349_7, complete sequence",1.0,66662.0,0.3578800516036122,d4c067dfc67ee3b0f6b6be16881c0f95,rep_cluster_385,001707__CP001986,-,-,-,-,-,-,non-mobilizable,CP028087,0.0280449,Bacillus megaterium,AD860,AN528,genus,Priestia,genus,Priestia,-,-,-,True,available,<100 kb
GCF_000022025.1,NC_011879.1,426858,40,"NC_011879.1 Pseudarthrobacter chlorophenolicus A6 plasmid pACHL01, complete sequence",1.0,426858.0,0.6437292963936485,2c264d9068dc5653a758e571114bd502,-,-,-,-,-,-,-,-,non-mobilizable,CP020043,0.295981,Streptomyces katrae,AD126,AM567,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_002850255.1,NZ_CP022523.1,1244003,1,"NZ_CP022523.1 Pseudoalteromonas sp. NC201 plasmid pNC201, complete sequence",1.0,1244003.0,0.4279128392983607,53e5cb7a443df41724177ad6ca7a6f4c,-,-,-,-,-,-,-,-,non-mobilizable,CP031654,1.0,Escherichia coli,AA379,AI397,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_009363775.1,NZ_CP045419.1,801066,3,"NZ_CP045419.1 Pseudoalteromonas sp. THAF3 plasmid pTHAF3_a, complete sequence",1.0,801066.0,0.4752429887175339,f980d75970cf741972493326a8484ea4,-,-,-,-,-,-,-,-,non-mobilizable,CP031654,1.0,Escherichia coli,AA379,AI397,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_014764445.1,NZ_CP061722.1,417721,43,"NZ_CP061722.1 Pseudarthrobacter sp. BIM B-2242 plasmid pPA-B-2242, complete sequence",1.0,417721.0,0.6580013932744583,bd4f81dfeae00c6659c960d6d8f404d4,-,-,-,-,-,-,-,-,non-mobilizable,CP018080,0.295981,Sulfitobacter sp. AM1-D1,AC700,AL997,-,-,-,-,-,-,-,True,available,≥100 kb
